,Splicing Gene,phenotype,Expression Gene,Pearson R,event_id,modality,gene_name,Correlation Direction
24866,BRD8-event1,iPSC,ENSG00000198937,0.516207616562,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,CCDC167,(+) Positive
24905,BRD8-event1,iPSC,ENSG00000203499,0.515191490941,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,FAM83H-AS1,(+) Positive
25034,BRD8-event1,iPSC,ENSG00000204644,-0.506569594134,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,ZFP57,(-) Negative
25054,BRD8-event1,iPSC,ENSG00000204859,0.557881025344,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,ZBTB48,(+) Positive
25105,BRD8-event1,iPSC,ENSG00000205571,-0.549120070889,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,SMN2,(-) Negative
25233,BRD8-event1,iPSC,ENSG00000213742,0.520002849896,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP4-694B14.5,(+) Positive
25237,BRD8-event1,iPSC,ENSG00000213793,0.671208483276,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,ZNF888,(+) Positive
25265,BRD8-event1,iPSC,ENSG00000214046,-0.649900504087,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,SMIM7,(-) Negative
25326,BRD8-event1,iPSC,ENSG00000214942,-0.528007532035,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,AC113167.1,(-) Negative
25407,BRD8-event1,iPSC,ENSG00000221923,0.52128663904,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,ZNF880,(+) Positive
25420,BRD8-event1,iPSC,ENSG00000222038,0.671040938062,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,POTEJ,(+) Positive
25639,BRD8-event1,iPSC,ENSG00000227053,0.587571623324,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP11-395B7.4,(+) Positive
25672,BRD8-event1,iPSC,ENSG00000227617,-0.63258435365,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,CERS6-AS1,(-) Negative
25774,BRD8-event1,iPSC,ENSG00000229331,-0.583845055867,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,GK-IT1,(-) Negative
25781,BRD8-event1,iPSC,ENSG00000229491,-0.521275661589,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP11-342D14.1,(-) Negative
25782,BRD8-event1,iPSC,ENSG00000229498,-0.582247930838,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,AC105053.3,(-) Negative
25988,BRD8-event1,iPSC,ENSG00000233024,-0.512589140729,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP11-1212A22.4,(-) Negative
26210,BRD8-event1,iPSC,ENSG00000236756,-0.600466518506,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,DNAJC9-AS1,(-) Negative
26224,BRD8-event1,iPSC,ENSG00000236986,0.536844523228,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP11-544A12.4,(+) Positive
26260,BRD8-event1,iPSC,ENSG00000237484,0.53707647217,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,AP000476.1,(+) Positive
26287,BRD8-event1,iPSC,ENSG00000237923,-0.555582641681,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,XXbac-BPG27H4.8,(-) Negative
26292,BRD8-event1,iPSC,ENSG00000238035,0.50308619298,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,AC138035.2,(+) Positive
26343,BRD8-event1,iPSC,ENSG00000240303,0.507025724558,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,ACAD11,(+) Positive
26467,BRD8-event1,iPSC,ENSG00000243678,-0.681108212734,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,NME1-NME2,(-) Negative
26480,BRD8-event1,iPSC,ENSG00000244005,0.549471072219,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,NFS1,(+) Positive
26711,BRD8-event1,iPSC,ENSG00000249835,-0.608821682262,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,VCAN-AS1,(-) Negative
26790,BRD8-event1,iPSC,ENSG00000251048,0.514807872399,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP11-608B3.1,(+) Positive
27306,BRD8-event1,iPSC,ENSG00000258800,-0.55418575607,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,CTD-2302E22.2,(-) Negative
27358,BRD8-event1,iPSC,ENSG00000259250,0.724935468552,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP11-50C13.1,(+) Positive
27386,BRD8-event1,iPSC,ENSG00000259474,-0.601968403233,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP11-650L12.1,(-) Negative
27410,BRD8-event1,iPSC,ENSG00000259684,0.581752342302,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP11-120K9.2,(+) Positive
27656,BRD8-event1,iPSC,ENSG00000261542,-0.515089674577,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP11-16E18.3,(-) Negative
27665,BRD8-event1,iPSC,ENSG00000261609,0.524133701081,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,GAN,(+) Positive
27782,BRD8-event1,iPSC,ENSG00000263412,0.514597361375,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP5-890E16.2,(+) Positive
27899,BRD8-event1,iPSC,ENSG00000265794,0.524568517271,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP11-227G15.3,(+) Positive
27909,BRD8-event1,iPSC,ENSG00000265992,0.504144334086,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,ESRG,(+) Positive
27955,BRD8-event1,iPSC,ENSG00000266951,0.50204902744,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,AD000091.2,(+) Positive
28143,BRD8-event1,iPSC,ENSG00000268030,0.618335286321,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,AC005253.2,(+) Positive
28283,BRD8-event1,iPSC,ENSG00000269604,0.544757886082,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,AC005523.2,(+) Positive
28509,BRD8-event1,iPSC,ENSG00000272579,-0.516968235453,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP11-101E13.5,(-) Negative
28557,BRD8-event1,iPSC,ENSG00000272991,0.519364927221,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,AF129408.17,(+) Positive
28567,BRD8-event1,iPSC,ENSG00000273073,-0.505810188704,exon:chr5:137495758-137495862:-@exon:chr5:137495244-137495288:-@exon:chr5:137492571-137492956:-,bimodal,RP11-109E12.1,(-) Negative
