,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,negative_log_p_value,bonferonni_corrected_negative_log_p_value
GO:0005975,"ENSG00000198791,ENSG00000108528,ENSG00000113552,ENSG00000014641,ENSG00000111640,ENSG00000143933,ENSG00000142657,ENSG00000111669,ENSG00000177156,ENSG00000047410,ENSG00000067829,ENSG00000062485,ENSG00000102393,ENSG00000067225,ENSG00000102900,ENSG00000085662,ENSG00000102144,ENSG00000120053,ENSG00000094914,ENSG00000141349,ENSG00000269590,ENSG00000164414,ENSG00000113013,ENSG00000074800,ENSG00000152556,ENSG00000153201,ENSG00000134333,ENSG00000149925,ENSG00000136243,ENSG00000146701,ENSG00000101146,ENSG00000111716","CNOT7,SLC25A11,GNPDA1,MDH1,GAPDH,CALM2,PGD,TPI1,TALDO1,TPR,IDH3G,CS,GLA,PKM,NUP93,AKR1B1,PGK1,GOT1,AAAS,G6PC3,CTD-2192J16.24,SLC35A1,HSPA9,ENO1,PFKM,RANBP2,LDHA,ALDOA,NUPL2,MDH2,RAE1,LDHB",biological_process,carbohydrate metabolic process,38,32,415,8.09217758281,1.95445052872
GO:0006396,"ENSG00000135900,ENSG00000173933,ENSG00000088930,ENSG00000163714,ENSG00000067596,ENSG00000153187,ENSG00000108651,ENSG00000138385,ENSG00000096746,ENSG00000139343,ENSG00000131051,ENSG00000144048,ENSG00000102317,ENSG00000003756,ENSG00000060688,ENSG00000084463,ENSG00000090621,ENSG00000185246,ENSG00000148843,ENSG00000248643,ENSG00000152795,ENSG00000165119,ENSG00000100201,ENSG00000135316,ENSG00000169045,ENSG00000004534","MRPL44,RBM4,XRN2,U2SURP,DHX8,HNRNPU,UTP6,SSB,HNRNPH3,SNRPF,RBM39,DUSP11,RBM3,RBM5,SNRNP40,WBP11,PABPC4,PRPF39,PDCD11,RBM14-RBM4,HNRNPDL,HNRNPK,DDX17,SYNCRIP,HNRNPH1,RBM6",biological_process,RNA processing,30,26,97,8.07868753962,1.94096048554
GO:0030036,"ENSG00000157827,ENSG00000113068,ENSG00000241685,ENSG00000066427,ENSG00000007168,ENSG00000254999,ENSG00000077549,ENSG00000088986,ENSG00000067560,ENSG00000133026,ENSG00000138071,ENSG00000070831,ENSG00000115963,ENSG00000108518,ENSG00000198898,ENSG00000100592,ENSG00000136238,ENSG00000110880,ENSG00000116489,ENSG00000204138,ENSG00000132341,ENSG00000172757","FMNL2,PFDN1,ARPC1A,ATXN3,PAFAH1B1,BRK1,CAPZB,DYNLL1,RHOA,MYH10,ACTR2,CDC42,RND3,PFN1,CAPZA2,DAAM1,RAC1,CORO1C,CAPZA1,PHACTR4,RAN,CFL1",biological_process,actin cytoskeleton organization,25,22,164,7.7614704033,1.62374334921
GO:0030154,"ENSG00000173933,ENSG00000099956,ENSG00000086758,ENSG00000177885,ENSG00000213523,ENSG00000133169,ENSG00000005955,ENSG00000074319,ENSG00000101079,ENSG00000114416,ENSG00000116918,ENSG00000100644,ENSG00000178878,ENSG00000136261,ENSG00000067560,ENSG00000244687,ENSG00000137207,ENSG00000068796,ENSG00000145425,ENSG00000248643,ENSG00000110492,ENSG00000175183","RBM4,SMARCB1,HUWE1,GRB2,SRA1,BEX1,GGNBP2,TSG101,NDRG3,FXR1,TSNAX,HIF1A,APOLD1,BZW2,RHOA,UBE2V1,YIPF3,KIF2A,RPS3A,RBM14-RBM4,MDK,CSRP2",biological_process,cell differentiation,25,22,461,7.7614704033,1.62374334921
GO:0006913,"ENSG00000099246,ENSG00000138069,ENSG00000166128,ENSG00000103769,ENSG00000164885,ENSG00000168118,ENSG00000185236,ENSG00000174891,ENSG00000108788,ENSG00000181163,ENSG00000169062,ENSG00000132341,ENSG00000094914,ENSG00000126653","RAB18,RAB1A,RAB8B,RAB11A,CDK5,RAB4A,RAB11B,RSRC1,MLX,NPM1,UPF3A,RAN,AAAS,NSRP1",biological_process,nucleocytoplasmic transport,15,14,117,7.66670760144,1.52898054736
GO:0006606,"ENSG00000204764,ENSG00000153201,ENSG00000205339,ENSG00000146247,ENSG00000198700,ENSG00000186010,ENSG00000167004,ENSG00000129197,ENSG00000102753,ENSG00000149196,ENSG00000108424,ENSG00000047410,ENSG00000132341,ENSG00000182481","RANBP17,RANBP2,IPO7,PHIP,IPO9,NDUFA13,PDIA3,RPAIN,KPNA3,C11orf73,KPNB1,TPR,RAN,KPNA2",biological_process,protein import into nucleus,15,14,48,7.66670760144,1.52898054736
GO:0007264,"ENSG00000138069,ENSG00000103769,ENSG00000132591,ENSG00000152700,ENSG00000074696,ENSG00000168385,ENSG00000099246,ENSG00000213465,ENSG00000134308,ENSG00000168118,ENSG00000185236,ENSG00000057608,ENSG00000143761,ENSG00000166128,ENSG00000067560,ENSG00000138175,ENSG00000089820,ENSG00000070831,ENSG00000115963,ENSG00000128656,ENSG00000079332,ENSG00000107937,ENSG00000128581,ENSG00000136238,ENSG00000138757,ENSG00000132341,ENSG00000168374","RAB1A,RAB11A,ERAL1,SAR1B,PTPLAD1,SEPT2,RAB18,ARL2,YWHAQ,RAB4A,RAB11B,GDI2,ARF1,RAB8B,RHOA,ARL3,ARHGAP4,CDC42,RND3,CHN1,SAR1A,GTPBP4,RABL5,RAC1,G3BP2,RAN,ARF4",biological_process,small GTPase mediated signal transduction,32,27,373,7.27215407653,1.13442702245
GO:0019221,"ENSG00000170315,ENSG00000075151,ENSG00000177889,ENSG00000108424,ENSG00000047410,ENSG00000110321,ENSG00000102900,ENSG00000142166,ENSG00000221983,ENSG00000065548,ENSG00000116030,ENSG00000094914,ENSG00000196396,ENSG00000135930,ENSG00000159128,ENSG00000151422,ENSG00000156976,ENSG00000143947,ENSG00000153201,ENSG00000151247,ENSG00000136243,ENSG00000102753,ENSG00000101146,ENSG00000182481","UBB,EIF4G3,UBE2N,KPNB1,TPR,EIF4G2,NUP93,IFNAR1,UBA52,ZC3H15,SUMO1,AAAS,PTPN1,EIF4E2,IFNGR2,FER,EIF4A2,RPS27A,RANBP2,EIF4E,NUPL2,KPNA3,RAE1,KPNA2",biological_process,cytokine-mediated signaling pathway,28,24,311,7.25697941255,1.11925235846
GO:0016477,"ENSG00000078618,ENSG00000196504,ENSG00000134982,ENSG00000007168,ENSG00000136238,ENSG00000082701,ENSG00000143776,ENSG00000077254,ENSG00000115355,ENSG00000119185,ENSG00000110492,ENSG00000164885,ENSG00000163539","NRD1,PRPF40A,APC,PAFAH1B1,RAC1,GSK3B,CDC42BPA,USP33,CCDC88A,ITGB1BP1,MDK,CDK5,CLASP2",biological_process,cell migration,14,13,140,7.15528315534,1.01755610126
GO:0015992,"ENSG00000152234,ENSG00000100554,ENSG00000159720,ENSG00000117410,ENSG00000254870,ENSG00000131100,ENSG00000155097,ENSG00000241468,ENSG00000113732,ENSG00000241837,ENSG00000136888,ENSG00000110955,ENSG00000147416","ATP5A1,ATP6V1D,ATP6V0D1,ATP6V0B,ATP6V1G2-DDX39B,ATP6V1E1,ATP6V1C1,ATP5J2,ATP6V0E1,ATP5O,ATP6V1G1,ATP5B,ATP6V1B2",biological_process,proton transport,14,13,44,7.15528315534,1.01755610126
GO:0015991,"ENSG00000152234,ENSG00000138698,ENSG00000117410,ENSG00000159720,ENSG00000131100,ENSG00000135390,ENSG00000155097,ENSG00000159199,ENSG00000113732,ENSG00000147416,ENSG00000154518,ENSG00000033627,ENSG00000110955","ATP5A1,RAP1GDS1,ATP6V0B,ATP6V0D1,ATP6V1E1,ATP5G2,ATP6V1C1,ATP5G1,ATP6V0E1,ATP6V1B2,ATP5G3,ATP6V0A1,ATP5B",biological_process,ATP hydrolysis coupled proton transport,14,13,33,7.15528315534,1.01755610126
GO:0006334,"ENSG00000181163,ENSG00000204256,ENSG00000164032,ENSG00000127483,ENSG00000153147,ENSG00000113648,ENSG00000048649,ENSG00000175792,ENSG00000187109,ENSG00000111875,ENSG00000205531,ENSG00000162521,ENSG00000163041","NPM1,BRD2,H2AFZ,HP1BP3,SMARCA5,H2AFY,RSF1,RUVBL1,NAP1L1,ASF1A,NAP1L4,RBBP4,H3F3A",biological_process,nucleosome assembly,14,13,162,7.15528315534,1.01755610126
GO:0007219,"ENSG00000100354,ENSG00000170315,ENSG00000100387,ENSG00000100393,ENSG00000141027,ENSG00000221983,ENSG00000100603,ENSG00000168214,ENSG00000138442,ENSG00000171720,ENSG00000100644,ENSG00000143947,ENSG00000090905","TNRC6B,UBB,RBX1,EP300,NCOR1,UBA52,SNW1,RBPJ,WDR12,HDAC3,HIF1A,RPS27A,TNRC6A",biological_process,Notch signaling pathway,14,13,124,7.15528315534,1.01755610126
GO:0030168,"ENSG00000197746,ENSG00000196396,ENSG00000117461,ENSG00000135404,ENSG00000067560,ENSG00000128595,ENSG00000104112,ENSG00000164924,ENSG00000136238,ENSG00000149925,ENSG00000102265,ENSG00000143933,ENSG00000196262,ENSG00000186469,ENSG00000177885,ENSG00000108518,ENSG00000172757","PSAP,PTPN1,PIK3R3,CD63,RHOA,CALU,SCG3,YWHAZ,RAC1,ALDOA,TIMP1,CALM2,PPIA,GNG2,GRB2,PFN1,CFL1",biological_process,platelet activation,19,17,218,7.09609147935,0.958364425261
GO:0000288,"ENSG00000080802,ENSG00000075914,ENSG00000204392,ENSG00000198791,ENSG00000151247,ENSG00000123737,ENSG00000175324,ENSG00000120699,ENSG00000114127,ENSG00000077348,ENSG00000156976,ENSG00000171311,ENSG00000110367,ENSG00000111596,ENSG00000170860,ENSG00000172239,ENSG00000070756","CNOT4,EXOSC7,LSM2,CNOT7,EIF4E,EXOSC9,LSM1,EXOSC8,XRN1,EXOSC5,EIF4A2,EXOSC1,DDX6,CNOT2,LSM3,PAIP1,PABPC1",biological_process,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",19,17,65,7.09609147935,0.958364425261
GO:0007268,"ENSG00000111371,ENSG00000174021,ENSG00000213585,ENSG00000109971,ENSG00000007168,ENSG00000143727,ENSG00000170296,ENSG00000042753,ENSG00000067715,ENSG00000143933,ENSG00000162188,ENSG00000101557,ENSG00000134294,ENSG00000186469,ENSG00000161203,ENSG00000196586,ENSG00000066427,ENSG00000127914,ENSG00000164885,ENSG00000134769","SLC38A1,GNG5,VDAC1,HSPA8,PAFAH1B1,ACP1,GABARAP,AP2S1,SYT1,CALM2,GNG3,USP14,SLC38A2,GNG2,AP2M1,MYO6,ATXN3,AKAP9,CDK5,DTNA",biological_process,synaptic transmission,23,20,409,6.89740873025,0.759681676162
GO:0015986,"ENSG00000165629,ENSG00000167863,ENSG00000116459,ENSG00000152234,ENSG00000135390,ENSG00000169020,ENSG00000159199,ENSG00000154723,ENSG00000241837,ENSG00000249209,ENSG00000154518,ENSG00000110955","ATP5C1,ATP5H,ATP5F1,ATP5A1,ATP5G2,ATP5I,ATP5G1,ATP5J,ATP5O,AP000304.12,ATP5G3,ATP5B",biological_process,ATP synthesis coupled proton transport,13,12,21,6.64390311565,0.506176061562
GO:0001666,"ENSG00000119048,ENSG00000092108,ENSG00000067560,ENSG00000166598,ENSG00000100348,ENSG00000176171,ENSG00000073050,ENSG00000149269,ENSG00000239900,ENSG00000100644,ENSG00000100393,ENSG00000178878","UBE2B,SCFD1,RHOA,HSP90B1,TXN2,BNIP3,XRCC1,PAK1,ADSL,HIF1A,EP300,APOLD1",biological_process,response to hypoxia,13,12,173,6.64390311565,0.506176061562
GO:0051084,"ENSG00000146731,ENSG00000143256,ENSG00000113068,ENSG00000150753,ENSG00000135624,ENSG00000097033,ENSG00000167552,ENSG00000171530,ENSG00000123349,ENSG00000120438,ENSG00000166226,ENSG00000163468,ENSG00000116957,ENSG00000156261,ENSG00000115484,ENSG00000075624","CCT6A,PFDN2,PFDN1,CCT5,CCT7,SH3GLB1,TUBA1A,TBCA,PFDN5,TCP1,CCT2,CCT3,TBCE,CCT8,CCT4,ACTB",biological_process,'de novo' posttranslational protein folding,18,16,42,6.63460947171,0.496882417624
GO:0007399,"ENSG00000068796,ENSG00000183520,ENSG00000136261,ENSG00000173473,ENSG00000270136,ENSG00000100393,ENSG00000149557,ENSG00000099956,ENSG00000133169,ENSG00000073584,ENSG00000131238,ENSG00000204843,ENSG00000130638,ENSG00000110492,ENSG00000178127,ENSG00000066427,ENSG00000113657,ENSG00000115310,ENSG00000139613","KIF2A,UTP11L,BZW2,SMARCC1,MINOS1-NBL1,EP300,FEZ1,SMARCB1,BEX1,SMARCE1,PPT1,DCTN1,ATXN10,MDK,NDUFV2,ATXN3,DPYSL3,RTN4,SMARCC2",biological_process,nervous system development,22,19,334,6.47043127337,0.332704219289
GO:0016567,"ENSG00000100387,ENSG00000103363,ENSG00000122550,ENSG00000136536,ENSG00000197323,ENSG00000109046,ENSG00000130985,ENSG00000168894,ENSG00000164934,ENSG00000177889,ENSG00000198862,ENSG00000163743,ENSG00000110906,ENSG00000169139,ENSG00000159479,ENSG00000110429,ENSG00000081154,ENSG00000092148,ENSG00000138376,ENSG00000119048,ENSG00000136485,ENSG00000185651,ENSG00000144848,ENSG00000118564,ENSG00000113851,ENSG00000169189,ENSG00000114125,ENSG00000141552,ENSG00000033178,ENSG00000115239","RBX1,TCEB2,KLHL7,MARCH7,TRIM33,WSB1,UBA1,RNF181,DCAF13,UBE2N,LTN1,RCHY1,KCTD10,UBE2V2,MED8,FBXO3,PCNP,HECTD1,BARD1,UBE2B,DCAF7,UBE2L3,ATG3,FBXL5,CRBN,NSMCE1,RNF7,ANAPC11,UBA6,GPR75-ASB3",biological_process,protein ubiquitination,37,30,308,6.37830396307,0.240576908986
GO:0045893,"ENSG00000138293,ENSG00000125954,ENSG00000005483,ENSG00000196419,ENSG00000166228,ENSG00000108654,ENSG00000167085,ENSG00000258289,ENSG00000067369,ENSG00000196591,ENSG00000162664,ENSG00000120837,ENSG00000173473,ENSG00000087191,ENSG00000112592,ENSG00000160310,ENSG00000022840,ENSG00000143621,ENSG00000100644,ENSG00000054118,ENSG00000128272,ENSG00000163104,ENSG00000169714,ENSG00000165671,ENSG00000166333,ENSG00000244687,ENSG00000100393,ENSG00000048649,ENSG00000110801,ENSG00000062194,ENSG00000187735,ENSG00000102038,ENSG00000183576,ENSG00000179222,ENSG00000134058,ENSG00000129351,ENSG00000171634,ENSG00000110492,ENSG00000132341,ENSG00000136146,ENSG00000146247,ENSG00000139613","NCOA4,CHURC1-FNTB,KMT2E,XRCC6,PCBD1,DDX5,PHB,CHURC1,TP53BP1,HDAC2,ZNF326,NFYB,SMARCC1,PSMC5,TBP,PRMT2,RNF10,ILF2,HIF1A,THRAP3,ATF4,SMARCAD1,CNBP,NSD1,ILK,UBE2V1,EP300,RSF1,PSMD9,GPBP1,TCEA1,SMARCA1,SETD3,MAGED1,CDK7,ILF3,BPTF,MDK,RAN,MED4,PHIP,SMARCC2",biological_process,"positive regulation of transcription, DNA-dependent",54,42,573,6.33778379199,0.200056737901
GO:0006928,"ENSG00000136810,ENSG00000026025,ENSG00000111229,ENSG00000077549,ENSG00000165209,ENSG00000198898,ENSG00000136238,ENSG00000136754,ENSG00000163466,ENSG00000116489,ENSG00000127603,ENSG00000143549,ENSG00000138071,ENSG00000075624,ENSG00000172757","TXN,VIM,ARPC3,CAPZB,STRBP,CAPZA2,RAC1,ABI1,ARPC2,CAPZA1,MACF1,TPM3,ACTR2,ACTB,CFL1",biological_process,cellular component movement,17,15,108,6.17580506778,0.0380780136904
GO:0006006,"ENSG00000108528,ENSG00000164687,ENSG00000146701,ENSG00000014641,ENSG00000149925,ENSG00000111640,ENSG00000143933,ENSG00000117448,ENSG00000074800,ENSG00000111669,ENSG00000120053,ENSG00000067225,ENSG00000102144,ENSG00000152556,ENSG00000168291","SLC25A11,FABP5,MDH2,MDH1,ALDOA,GAPDH,CALM2,AKR1A1,ENO1,TPI1,GOT1,PKM,PGK1,PFKM,PDHB",biological_process,glucose metabolic process,17,15,129,6.17580506778,0.0380780136904
GO:0006406,"ENSG00000160201,ENSG00000115875,ENSG00000125351,ENSG00000163634,ENSG00000100650,ENSG00000151247,ENSG00000188529,ENSG00000123136,ENSG00000198563,ENSG00000116754,ENSG00000125676,ENSG00000112081,ENSG00000101146,ENSG00000131795,ENSG00000157349","U2AF1,SRSF7,UPF3B,THOC7,SRSF5,EIF4E,SRSF10,DDX39A,DDX39B,SRSF11,THOC2,SRSF3,RAE1,RBM8A,DDX19B",biological_process,mRNA export from nucleus,17,15,72,6.17580506778,0.0380780136904
GO:0030968,"ENSG00000196396,ENSG00000070669,ENSG00000138674,ENSG00000159720,ENSG00000166598,ENSG00000134001,ENSG00000182934,ENSG00000055332,ENSG00000204843,ENSG00000143870,ENSG00000128272","PTPN1,ASNS,SEC31A,ATP6V0D1,HSP90B1,EIF2S1,SRPR,EIF2AK2,DCTN1,PDIA6,ATF4",biological_process,endoplasmic reticulum unfolded protein response,12,11,87,6.13256747446,-0.00515957962775
GO:0051726,"ENSG00000144744,ENSG00000133134,ENSG00000121022,ENSG00000134480,ENSG00000159140,ENSG00000109971,ENSG00000204628,ENSG00000134982,ENSG00000166946,ENSG00000204138,ENSG00000100650","UBA3,BEX2,COPS5,CCNH,SON,HSPA8,GNB2L1,APC,CCNDBP1,PHACTR4,SRSF5",biological_process,regulation of cell cycle,12,11,101,6.13256747446,-0.00515957962775
GO:0016055,"ENSG00000166477,ENSG00000113712,ENSG00000213977,ENSG00000140395,ENSG00000134982,ENSG00000204435,ENSG00000117899,ENSG00000082701,ENSG00000163904,ENSG00000101266,ENSG00000127603","LEO1,CSNK1A1,TAX1BP3,WDR61,APC,CSNK2B,MESDC2,GSK3B,SENP2,CSNK2A1,MACF1",biological_process,Wnt receptor signaling pathway,12,11,171,6.13256747446,-0.00515957962775
GO:0016197,"ENSG00000170315,ENSG00000160948,ENSG00000162961,ENSG00000009844,ENSG00000136051,ENSG00000221983,ENSG00000074319,ENSG00000136738,ENSG00000115561,ENSG00000086065,ENSG00000143947","UBB,VPS28,DPY30,VTA1,KIAA1033,UBA52,TSG101,STAM,CHMP3,CHMP5,RPS27A",biological_process,endosomal transport,12,11,60,6.13256747446,-0.00515957962775
GO:0007283,"ENSG00000118816,ENSG00000076242,ENSG00000028839,ENSG00000116918,ENSG00000108384,ENSG00000088930,ENSG00000204256,ENSG00000121989,ENSG00000116741,ENSG00000086061,ENSG00000075151,ENSG00000005955,ENSG00000175792,ENSG00000147400,ENSG00000131773,ENSG00000101079,ENSG00000108666,ENSG00000166171,ENSG00000144451,ENSG00000119048,ENSG00000112592","CCNI,MLH1,TBPL1,TSNAX,RAD51C,XRN2,BRD2,ACVR2A,RGS2,DNAJA1,EIF4G3,GGNBP2,RUVBL1,CETN2,KHDRBS3,NDRG3,C17orf75,DPCD,SPAG16,UBE2B,TBP",biological_process,spermatogenesis,25,21,367,6.05242225911,-0.0853047949761
GO:0043065,"ENSG00000179222,ENSG00000003756,ENSG00000160049,ENSG00000071243,ENSG00000253729,ENSG00000111653,ENSG00000184047,ENSG00000144381,ENSG00000029363,ENSG00000189403,ENSG00000204628,ENSG00000134982,ENSG00000138376,ENSG00000176171,ENSG00000094631,ENSG00000108561,ENSG00000215301,ENSG00000171497,ENSG00000167004,ENSG00000101109,ENSG00000137154","MAGED1,RBM5,DFFA,ING3,PRKDC,ING4,DIABLO,HSPD1,BCLAF1,HMGB1,GNB2L1,APC,BARD1,BNIP3,HDAC6,C1QBP,DDX3X,PPID,PDIA3,STK4,RPS6",biological_process,positive regulation of apoptotic process,25,21,235,6.05242225911,-0.0853047949761
GO:0016568,"ENSG00000158019,ENSG00000113648,ENSG00000258315,ENSG00000123562,ENSG00000141027,ENSG00000171988,ENSG00000181090,ENSG00000111642,ENSG00000118418,ENSG00000111875,ENSG00000130816,ENSG00000171720,ENSG00000204256,ENSG00000124795,ENSG00000163104,ENSG00000163159,ENSG00000177200,ENSG00000099991","BRE,H2AFY,C17orf49,MORF4L2,NCOR1,JMJD1C,EHMT1,CHD4,HMGN3,ASF1A,DNMT1,HDAC3,BRD2,DEK,SMARCAD1,VPS72,CHD9,CABIN1",biological_process,chromatin modification,21,18,124,6.04720787736,-0.0905191767264
GO:0000087,"ENSG00000154473,ENSG00000108055,ENSG00000074054,ENSG00000153201,ENSG00000007168,ENSG00000175216,ENSG00000135698,ENSG00000182628,ENSG00000117697,ENSG00000110492,ENSG00000164754,ENSG00000101367,ENSG00000068796,ENSG00000163539","BUB3,SMC3,CLASP1,RANBP2,PAFAH1B1,CKAP5,MPHOSPH6,SKA2,NSL1,MDK,RAD21,MAPRE1,KIF2A,CLASP2",biological_process,M phase of mitotic cell cycle,16,14,98,5.71997104138,-0.417756012702
GO:0001701,"ENSG00000145741,ENSG00000119048,ENSG00000004487,ENSG00000133026,ENSG00000254999,ENSG00000141030,ENSG00000108654,ENSG00000180957,ENSG00000126457,ENSG00000061676,ENSG00000077721,ENSG00000134313,ENSG00000095002,ENSG00000065978","BTF3,UBE2B,KDM1A,MYH10,BRK1,COPS3,DDX5,PITPNB,PRMT1,NCKAP1,UBE2A,KIDINS220,MSH2,YBX1",biological_process,in utero embryonic development,16,14,245,5.71997104138,-0.417756012702
GO:0006626,"ENSG00000138297,ENSG00000168958,ENSG00000214253,ENSG00000100575,ENSG00000100347,ENSG00000205981,ENSG00000217930,ENSG00000214736,ENSG00000104381,ENSG00000126768,ENSG00000113013,ENSG00000075336,ENSG00000196683,ENSG00000105819,ENSG00000164924,ENSG00000134375,ENSG00000128654","TIMM23,MFF,FIS1,TIMM9,SAMM50,DNAJC19,PAM16,TOMM6,GDAP1,TIMM17B,HSPA9,TIMM21,TOMM7,PMPCB,YWHAZ,TIMM17A,MTX2",biological_process,protein targeting to mitochondrion,20,17,53,5.62807628569,-0.509650768397
GO:0007568,"ENSG00000116161,ENSG00000102265,ENSG00000197894,ENSG00000149485,ENSG00000100823,ENSG00000044115,ENSG00000118705,ENSG00000113161,ENSG00000198408,ENSG00000177885","CACYBP,TIMP1,ADH5,FADS1,APEX1,CTNNA1,RPN2,HMGCR,MGEA5,GRB2",biological_process,aging,11,10,101,5.62127622392,-0.516450830171
GO:0051092,"ENSG00000181163,ENSG00000170315,ENSG00000100902,ENSG00000244687,ENSG00000151422,ENSG00000221983,ENSG00000147649,ENSG00000165672,ENSG00000177889,ENSG00000143947","NPM1,UBB,PSMA6,UBE2V1,FER,UBA52,MTDH,PRDX3,UBE2N,RPS27A",biological_process,positive regulation of NF-kappaB transcription factor activity,11,10,119,5.62127622392,-0.516450830171
GO:0033572,"ENSG00000100554,ENSG00000159720,ENSG00000117410,ENSG00000147416,ENSG00000141367,ENSG00000155097,ENSG00000113732,ENSG00000131100,ENSG00000033627,ENSG00000136888","ATP6V1D,ATP6V0D1,ATP6V0B,ATP6V1B2,CLTC,ATP6V1C1,ATP6V0E1,ATP6V1E1,ATP6V0A1,ATP6V1G1",biological_process,transferrin transport,11,10,37,5.62127622392,-0.516450830171
GO:0042776,"ENSG00000165629,ENSG00000167863,ENSG00000116459,ENSG00000152234,ENSG00000169020,ENSG00000159199,ENSG00000154723,ENSG00000241837,ENSG00000241468,ENSG00000110955","ATP5C1,ATP5H,ATP5F1,ATP5A1,ATP5I,ATP5G1,ATP5J,ATP5O,ATP5J2,ATP5B",biological_process,mitochondrial ATP synthesis coupled proton transport,11,10,16,5.62127622392,-0.516450830171
GO:0006914,"ENSG00000116288,ENSG00000144848,ENSG00000102710,ENSG00000062716,ENSG00000103194,ENSG00000170296,ENSG00000145782,ENSG00000137942,ENSG00000168397,ENSG00000034713","PARK7,ATG3,SUPT20H,VMP1,USP10,GABARAP,ATG12,FNBP1L,ATG4B,GABARAPL2",biological_process,autophagy,11,10,67,5.62127622392,-0.516450830171
GO:0006302,"ENSG00000079785,ENSG00000158019,ENSG00000153147,ENSG00000196419,ENSG00000253729,ENSG00000117748,ENSG00000067369,ENSG00000079246,ENSG00000164754,ENSG00000095002","DDX1,BRE,SMARCA5,XRCC6,PRKDC,RPA2,TP53BP1,XRCC5,RAD21,MSH2",biological_process,double-strand break repair,11,10,68,5.62127622392,-0.516450830171
GO:0006986,"ENSG00000086061,ENSG00000144224,ENSG00000050130,ENSG00000109971,ENSG00000080824,ENSG00000105993,ENSG00000115541,ENSG00000096384,ENSG00000144381,ENSG00000113194","DNAJA1,UBXN4,JKAMP,HSPA8,HSP90AA1,DNAJB6,HSPE1,HSP90AB1,HSPD1,FAF2",biological_process,response to unfolded protein,11,10,69,5.62127622392,-0.516450830171
GO:0030308,"ENSG00000115310,ENSG00000186010,ENSG00000172113,ENSG00000204628,ENSG00000067445,ENSG00000131238,ENSG00000167085,ENSG00000101079,ENSG00000215301,ENSG00000074800","RTN4,NDUFA13,NME6,GNB2L1,TRO,PPT1,PHB,NDRG3,DDX3X,ENO1",biological_process,negative regulation of cell growth,11,10,130,5.62127622392,-0.516450830171
GO:0006096,"ENSG00000134333,ENSG00000149925,ENSG00000111640,ENSG00000111716,ENSG00000131828,ENSG00000074800,ENSG00000111669,ENSG00000067225,ENSG00000102144,ENSG00000152556","LDHA,ALDOA,GAPDH,LDHB,PDHA1,ENO1,TPI1,PKM,PGK1,PFKM",biological_process,glycolysis,11,10,50,5.62127622392,-0.516450830171
GO:0006974,"ENSG00000158019,ENSG00000076242,ENSG00000164305,ENSG00000167770,ENSG00000077152,ENSG00000134982,ENSG00000085231,ENSG00000170242,ENSG00000073050,ENSG00000196419,ENSG00000138376,ENSG00000119048,ENSG00000149273,ENSG00000095002,ENSG00000070501,ENSG00000067369,ENSG00000139579,ENSG00000148153,ENSG00000185088","BRE,MLH1,CASP3,OTUB1,UBE2T,APC,TAF9,USP47,XRCC1,XRCC6,BARD1,UBE2B,RPS3,MSH2,POLB,TP53BP1,NABP2,INIP,RPS27L",biological_process,response to DNA damage stimulus,23,19,184,5.2714273153,-0.866299738791
GO:0007010,"ENSG00000154096,ENSG00000196504,ENSG00000157827,ENSG00000146247,ENSG00000089820,ENSG00000077549,ENSG00000163069,ENSG00000136238,ENSG00000171634,ENSG00000151914,ENSG00000112186,ENSG00000099204,ENSG00000172757","THY1,PRPF40A,FMNL2,PHIP,ARHGAP4,CAPZB,SGCB,RAC1,BPTF,DST,CAP2,ABLIM1,CFL1",biological_process,cytoskeleton organization,15,13,131,5.26745188703,-0.870275167061
GO:0007067,"ENSG00000146425,ENSG00000176386,ENSG00000204843,ENSG00000168385,ENSG00000144635,ENSG00000108055,ENSG00000169689,ENSG00000007168,ENSG00000113712,ENSG00000128989,ENSG00000175203,ENSG00000147400,ENSG00000166974,ENSG00000100749,ENSG00000113328,ENSG00000147601,ENSG00000141367,ENSG00000182628,ENSG00000152240,ENSG00000165416,ENSG00000136810,ENSG00000163939,ENSG00000094880,ENSG00000137100,ENSG00000175792,ENSG00000141552,ENSG00000132341,ENSG00000166197,ENSG00000058272","DYNLT1,CDC26,DCTN1,SEPT2,DYNC1LI1,SMC3,STRA13,PAFAH1B1,CSNK1A1,ARPP19,DCTN2,CETN2,MAPRE2,VRK1,CCNG1,TERF1,CLTC,SKA2,HAUS1,SUGT1,TXN,PBRM1,CDC23,DCTN3,RUVBL1,ANAPC11,RAN,NOLC1,PPP1R12A",biological_process,mitosis,37,29,204,5.22115177223,-0.916575281858
GO:0006383,"ENSG00000241258,ENSG00000147669,ENSG00000112592,ENSG00000163882,ENSG00000100142,ENSG00000155115,ENSG00000171453,ENSG00000099817,ENSG00000145734","CRCP,POLR2K,TBP,POLR2H,POLR2F,GTF3C6,POLR1C,POLR2E,BDP1",biological_process,transcription from RNA polymerase III promoter,10,9,43,5.11002935615,-1.02769769794
